symbol	S01	S02	S03	S06	S08	S10	S11	S12	S14	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S29	S30	S31
FCER2	4.613	4.546	5.882	4.349	4.081	6.138	4.081	4.15	4.17	5.208	4.294	5.869	4.696	4.191	4.28	4.757	4.329	5.606	4.655	4.364	5.584	4.6	4.294	4.257
FCF1	13.978	12.854	14.203	11.708	10.818	15.753	12.443	11.541	12.109	12.109	14.654	10.997	11.904	11.736	11.975	13.133	12.693	14.654	13.473	11.975	12.638	12.693	11.708	12.109
FCGR1A	7.341	8.16	8.76	7.396	7.375	10.833	7.283	7.579	7.339	8.156	10.48	6.793	7.222	7.464	8.056	7.44	7.477	9.823	8.503	8.084	8.3	8.145	7.46	8.354
FCGR2A	9.119	9.66	10.257	9.564	9.833	10.851	10.01	9.604	9.387	10.11	10.61	9.797	9.748	9.573	9.999	10.833	10.622	10.48	10.251	10.01	9.236	10.11	8.934	9.702
FCGR2B	8.471	8.699	9.463	11.624	8.158	8.775	8.537	8.163	8.653	8.878	9.195	8.552	10.594	8.55	9.168	8.817	8.612	9.539	8.937	8.248	9.016	8.634	9.43	8.263
FCGR3A	9.06	9.134	9.075	14.203	11.445	12.48	10.389	9.682	9.437	9.814	10.004	9.892	9.604	8.693	9.643	9.393	9.239	11.808	10.471	10.374	9.208	10.052	9.74	9.852
FEZ1	9.807	9.614	10.779	8.627	7.967	11.421	9.371	8.597	8.927	9.748	10.36	8.32	8.669	8.416	8.268	9.205	8.978	7.992	9.14	8.55	8.425	8.622	8.915	8.584
FLT3	8.218	7.905	8.906	7.689	7.058	8.261	7.209	6.019	7.638	6.919	8.473	7.573	6.896	7.339	7.19	7.705	7.108	8.555	6.959	6.566	7.446	7.863	8.416	6.484
FLT3LG	8.357	8.462	8.399	8.084	8.344	7.888	7.551	8.74	8.372	8.333	8.395	8.695	8.359	8.915	7.664	8.895	8.729	8.153	7.834	8.372	8.372	7.702	8.349	7.584
FN1	13.802	11.904	8.026	13.978	13.584	5.518	16.441	13.978	14.203	13.875	10.818	14.203	14.924	14.654	14.422	8.457	14.422	12.923	12.923	13.363	14.654	14.203	13.473	13.473
FOS	10.594	10.779	8.145	9.892	11.106	8.488	10.455	9.592	10.322	11.624	9.016	11.541	10.01	10.768	9.715	9.92	11.014	9.643	9.66	10.594	8.354	9.898	10.412	10.15
FOXJ1	6.925	4.215	5.552	3.778	3.677	4.676	5.957	4.294	4.041	5.552	3.512	4.041	3.484	3.458	6.01	3.276	3.048	3.571	4.14	4.458	5.42	4.15	3.728	3.402
FOXP3	7.624	7.846	8.034	7.664	8.024	8.706	7.596	7.977	7.274	7.411	7.975	7.703	7.727	7.861	7.522	8.054	8.167	8.648	8.073	7.695	7.9	7.505	10.13	7.839
FPR2	6.793	7.42	8.528	6.364	7.041	7.695	6.892	7.05	7.378	7.185	7.926	6.48	6.808	6.301	6.674	7.467	6.788	8.232	7.595	7.294	6.595	7.224	7.046	7.727
FUT5	8.29	7.923	7.816	7.627	7.745	9.874	7.428	8.176	7.841	7.151	8.258	7.434	7.372	8.031	8.672	8.11	8.592	9.797	9.053	8.028	8.103	6.919	8.14	7.372
FUT7	7.036	6.185	6.938	5.967	10.471	7.255	8.612	6.701	7.992	5.778	6.566	9.479	8.884	8.167	7.31	8.423	8.663	8.954	7.698	6.875	6.997	6.359	8.578	7.898
FYN	11.445	9.467	7.666	9.168	8.552	6.138	9.236	8.612	9.027	9.159	7.268	9.349	8.95	8.713	8.167	10.173	9.434	5.93	7.253	9.14	8.253	8.324	8.687	8.041
G6PD	8.01	9.215	7.751	10.041	12.995	7.967	11.495	8.74	9.312	10.302	13.363	8.958	8.648	9.797	11.089	11.808	8.923	7.508	9.426	8.637	9.303	9.288	8.465	8.75
GAGE1	6.618	6.359	7.35	5.967	6.048	7.375	6.328	6.102	7.579	6.318	7.084	6.102	5.449	6.211	6.301	6.497	6.719	6.816	6.863	5.74	8.637	7.246	6.242	7.772
GATA3	7.473	6.947	7.517	6.06	6.591	8.028	6.242	6.701	7.132	5.793	7.816	6.533	6.526	7.012	6.987	7.586	7.046	7.579	6.812	6.741	6.125	5.937	6.959	6.06
GNLY	8.658	8.029	8.669	8.001	8.124	8.826	7.915	7.87	7.662	6.078	8.55	7.339	7.63	8.197	7.601	8.465	7.664	8.222	7.222	7.352	7.808	7.194	7.616	6.484
GPATCH3	8.681	8.16	8.486	8.327	8.781	8.195	8.606	7.286	7.551	7.42	8.062	8.034	8.082	7.965	8.717	8.004	7.808	7.865	7.685	7.467	9.08	7.883	8.402	7.317
GPI	12.025	10.88	10.335	11.516	11.708	11.837	12.786	12.051	11.754	11.106	12.542	11.106	10.327	11.541	11.445	9.261	11.776	11.031	12.295	11.151	12.48	10.649	12.391	12.923
GTF3C1	11.881	10.682	10.389	10.229	9.598	10.505	10.622	9.904	9.604	9.69	10.88	9.592	9.843	10.166	9.797	10.343	9.549	10.327	9.573	9.496	10.173	10.062	9.993	8.886
GUSB	8.804	8.817	6.839	10.455	9.319	4.676	9.782	10.183	10.978	8.684	7.475	9.833	10.173	10.427	10.389	9.152	9.227	8.054	9.939	9.513	10.535	9.573	10.374	10.123
GZMA	7.911	8.39	8.528	8.284	8.681	9.131	8.135	8.337	7.495	8.43	8.459	8.163	8.143	7.988	8.137	9.195	7.831	8.145	7.664	9.892	7.588	8.204	8.222	7.596
GZMB	7.843	7.672	8.103	7.841	8.146	8.851	7.664	7.97	7.986	7.467	7.865	7.464	7.253	7.437	7.672	7.359	7.42	9.257	8.29	8.293	7.9	7.289	6.913	7.251
GZMH	7.306	7.64	8.103	6.953	7.926	8.211	7.095	7.26	6.733	6.733	7.939	6.845	7.16	6.788	7.068	7.359	6.273	8.11	7.646	8.232	7.175	7.341	7.573	7.079
GZMK	7.692	8.578	8.558	7.965	8.054	8.934	8.687	7.705	8.549	8.303	8.124	8.503	8.66	8.324	8.092	9.41	8.552	9.496	7.736	9.201	7.659	8.584	8.507	8.263
GZMM	6.618	6.516	7.063	5.855	7.346	7.265	5.93	7.46	6.234	5.911	6.625	7.352	6.281	7.386	7.251	7.508	7.449	6.662	7.084	6.164	5.289	6.318	6.364	6.382
HAMP	5.38	4.215	5.405	4.937	13.875	4.676	4.921	6.342	7.274	4.203	6.869	9.667	10.444	12.202	4.546	6.019	8.944	5.778	4.349	6.019	4.15	3.601	9.874	6.559
HAVCR2	7.488	7.558	8.251	9.002	8.658	7.9	7.975	7.959	7.662	8.32	7.792	8.137	7.972	7.449	7.576	7.598	7.934	7.396	8.704	8.834	8.031	8.105	7.9	8.004
HCK	11.089	9.682	9.639	8.721	9.159	11.904	9.016	8.721	9.036	8.923	9.752	8.752	8.895	8.99	9.582	10.572	9.564	10.978	8.963	9.254	8.66	8.447	8.82	8.221
HDAC3	9.598	9.802	9.558	9.47	10.291	9.23	9.549	9.782	9.303	9.294	9.614	9.396	9.381	10.062	9.027	8.927	9.434	8.514	9.732	9.549	10.13	9.674	9.319	9.674
HLA-A	12.443	13.584	10.402	12.391	13.473	6.925	13.584	12.078	12.786	12.295	11.624	13.05	13.584	13.05	11.624	12.854	12.995	13.473	13.133	13.802	13.473	12.078	13.363	11.754
HLA-B	13.584	14.203	13.05	12.854	14.654	8.699	12.638	12.48	12.443	12.542	13.802	13.31	13.05	12.995	12.144	14.422	12.443	13.363	12.542	13.584	13.31	11.808	12.995	11.078
HLA-C	11.941	12.995	13.363	11.881	12.051	8.421	11.624	11.65	11.904	12.391	13.05	11.904	12.078	12.48	11.106	13.978	11.624	11.708	11.368	12.345	13.875	11.342	13.05	11.368
HLA-DMA	9.756	12.051	9.917	10.36	10.354	10.317	9.859	10.262	9.358	10.622	11.342	10.343	9.993	10.622	9.819	12.443	10.572	10.251	9.866	11.576	9.14	11.221	9.823	9.364
HLA-DMB	9.878	10.062	11.047	8.834	9.814	11.198	9.5	9.252	8.91	9.667	10.21	9.553	9.463	9.14	9.064	10.123	9.601	9.81	9.614	10.56	8.66	9.423	8.975	8.844
HLA-DOB	8.89	8.802	9.161	7.61	8.255	9.573	9.098	7.911	8.067	8.344	8.91	8.129	8.372	8.627	7.986	9.034	8.129	9.221	8.931	7.942	7.848	8.275	8.361	7.992
HLA-DPA1	9.614	10.279	9.598	9.814	12.786	9.564	10.746	10.938	9.954	11.176	9.558	11.599	11.198	10.15	9.702	10.166	10.997	9.068	10.374	12.051	9.159	10.682	10.317	9.545
HLA-DPB1	9.011	10.512	9.326	10.03	12.391	8.216	10.61	11.047	9.652	11.541	9.398	11.495	11.445	10.13	10.173	10.919	11.221	9.744	10.547	12.202	8.995	10.622	10.139	9.509
HLA-DQA1	10.682	11.151	3.742	9.744	4.234	9.493	4.081	3.154	10.779	12.596	11.304	11.808	3.825	9.939	10.535	12.638	12.109	10.402	3.571	11.445	9.23	4.478	10.657	5.251
HLA-DQB1	7.664	10.262	3.742	8.781	4.081	6.852	3.276	3.609	8.941	10.56	8.221	9.715	3.601	9.185	9.66	10.03	9.807	6.308	4.14	9.715	8.103	3.402	8.253	4.904
HLA-DRA	11.624	12.48	10.072	11.576	12.295	8.687	12.144	12.391	11.342	13.133	11.252	12.596	12.596	11.599	11.541	11.837	12.542	8.76	12.202	14.422	9.777	12.246	11.624	10.978
HLA-DRB3	13.221	14.924	15.335	12.786	12.025	13.802	12.246	11.736	11.624	12.693	16.441	12.025	12.345	11.881	13.363	16.441	12.638	12.995	12.48	13.133	10.768	12.48	11.321	10.61
HLA-DRB4	8.875	9.403	4.921	3.778	8.748	7.123	3.778	3.154	3.601	3.432	4.113	3.154	3.742	9.323	9.095	4.17	3.484	3.778	10.512	4.041	4.15	3.968	9.614	8.069
HLA-E	11.397	12.638	10.997	11.682	12.48	8.441	13.133	11.808	11.106	12.078	11.031	12.295	12.295	11.776	11.221	13.221	12.202	10.671	11.624	12.542	11.754	11.368	11.904	11.031
HLA-G	6.328	8.503	6.048	9.521	10.343	6.49	10.36	9.656	8.781	8.871	5.922	9.874	10.343	9.823	8.594	7.145	9.276	6.824	7.898	10.498	9.453	9.47	9.859	9.525
HMGB1	12.638	11.941	13.133	12.025	10.166	15.335	11.941	10.959	11.541	11.808	12.854	10.959	11.221	11.198	11.754	11.47	11.736	14.924	12.854	11.754	11.599	11.904	11.13	11.495
HPRT1	9.208	8.713	7.5	9.558	10.865	7.984	10.903	10.291	9.814	11.067	8.689	9.748	9.407	8.752	11.164	8.137	8.689	10.498	9.265	10.279	9.924	8.998	9.453	9.917
HRAS	7.363	5.967	6.198	8.399	7.627	6.793	7.961	8.263	6.455	7.279	5.824	7.224	7.541	7.253	7.165	5.07	7.156	6.713	6.713	5.93	8.55	7.586	8.158	8.135
HSD11B1	4.566	8.281	8.895	12.995	5.302	4.28	4.586	12.923	8.135	9.364	6	9.493	9.016	11.975	5.315	7.689	9.075	8.303	4.349	7.175	10.818	12.443	12.202	11.708
ICAM1	9.215	9.561	8.542	8.923	11.941	8.412	10.11	10.402	10.047	10.229	9.328	10.637	9.949	8.64	10.262	8.729	8.399	8.06	9.156	9.349	9.068	8.95	9.479	11.624
ICAM2	8.713	7.801	8.275	8.447	8.077	8.672	8.395	8.275	8.393	8.248	7.888	8.412	8.752	8.455	8.021	7.898	9.156	9.458	8.092	8.173	8.126	7.795	8.52	7.442
ICAM3	8.796	9.376	8.74	11.089	9.493	8.934	9.929	9.288	8.52	9.423	9.134	9.201	10.522	9.634	9.423	9.364	9.463	8.867	9.398	8.975	9.273	9.349	10.229	10.56
ICAM4	8.43	7.821	8.173	7.748	7.865	8.511	6.852	8.558	8.881	6.662	8.427	7.616	7.332	8.597	8.32	9.019	8.479	8.841	8.206	7.467	5.584	7.095	7.695	9.185
ICOS	8.908	8.578	9.236	7.772	8.01	10.101	8.357	8.004	8.695	8.044	8.995	7.876	7.758	8.06	8.695	9.075	8.558	9.484	8.689	8.271	7.734	8.5	7.886	8.069
ICOSLG	7.714	7.603	7.605	7.865	7.703	8.103	9.002	8.9	8.067	8.124	7.81	8.379	8.167	7.79	8.615	7.776	9.016	8.465	8.447	7.798	8.126	7.898	8.597	9.201
IDO1	7.9	8.802	9.434	8.028	7.692	8.552	8.357	8.079	7.354	7.662	9.336	8.021	7.642	6.506	7.766	8.352	8.218	7.946	7.068	8.571	8.126	8.056	7.525	7.204
IFI16	7.798	9.34	8.432	9.843	9.398	8.366	8.622	9.398	8.86	9.866	10.15	9.252	9.283	8.826	8.791	11.089	9.27	7.792	8.771	9.446	8.188	9.393	8.871	8.767
IFI27	9.814	13.363	12.596	9.698	10.657	8.82	9.558	12.246	9.929	10.682	9.528	12.48	14.203	11.106	11.881	11.421	10.444	9.1	8.9	10.229	11.708	14.654	14.924	9.814
IFI35	7.194	10.091	8.077	9.128	9.077	6.713	9.69	9.707	9.273	9.107	7.798	8.99	9.358	9.807	8.9	9.437	7.783	6.997	6.733	8.473	9.866	9.814	9.971	9.652
IFIH1	7.268	7.81	7.251	9.023	8.3	7.479	7.232	8.941	7.867	8.385	7.423	8.459	8.617	8.06	9.283	7.984	6.48	7.127	10.139	8.211	8.482	9.43	8.658	8.813
IFIT1	6.812	7.988	8.459	8.366	7.224	7.748	8.054	8.024	7.788	8.366	6.947	9.453	9.152	8.571	7.917	8.486	6.959	7.769	11.941	9.814	9.215	9.484	9.767	9.239
IFIT2	8.76	9.14	10.233	7.703	8.318	10.11	8.414	8.376	8.445	8.029	8.886	8.346	8.512	8.64	7.346	8.993	8.6	9.233	10.183	8.455	9.112	8.213	8.459	8.937
IFITM1	7.785	6.832	6.82	9.252	8.99	7.513	8.838	11.106	9.082	9.954	6.484	10.649	10.419	9.358	9.15	7.251	10.22	9.475	8.346	9.882	8.637	10.535	10.572	9.119
IFITM2	13.05	11.736	11.975	10.919	11.342	13.584	10.779	12.542	11.837	12.48	12.391	11.754	11.541	11.516	12.345	12.144	12.246	12.295	11.599	11.837	11.321	12.025	11.421	11.881
IFNA1	7.327	7.354	8.001	6.553	3.677	8.058	7.535	5.563	6.869	6.448	7.675	4.546	5.891	5.989	6.408	7.544	7.299	8.281	7.939	7.745	8.288	8.019	6.572	8.163
IFNA17	9.19	9.904	11.187	8.146	7.411	12.995	8.813	8.024	8.76	9.484	10.746	7.046	8.001	7.999	8.681	9.843	9.087	13.31	10.8	9.724	9.254	9.828	8.695	9.376
IFNA2	7.399	7.687	8.208	6.222	5.022	8.963	7.783	6.164	7.378	6.662	8.191	5.315	6.25	6.48	6.625	7.721	7.255	8.11	8.079	7.327	8.425	8.09	7.417	8.054
IFNA7	10.61	11.089	12.665	8.963	8.062	14.203	9.592	8.689	9.558	9.929	12.246	7.586	8.721	8.895	9.767	11.067	10.327	13.221	11.904	10.354	9.752	10.56	9.344	9.904
IFNA8	7.613	8.218	9.215	7.367	6.506	9.198	7.865	6.461	7.495	6.987	8.383	5.714	6.652	7.228	6.713	8.806	7.818	8.246	8.06	7.279	8.745	8.126	7.695	8.031
IFNAR1	8.312	8.558	8.791	8.435	9.137	8.765	9.265	9.33	9.004	8.726	8.702	9.087	8.775	8.224	9.08	8.525	8.995	10.101	8.092	8.363	9.336	8.681	8.638	9.319
IFNAR2	10.471	10.8	10.03	9.92	9.549	9.5	10.637	10.36	10.427	10.903	10.327	10.498	11.014	10.123	10.8	10.062	10.746	10.317	11.754	10.183	10.703	10.463	10.594	10.374
IFNB1	8.067	7.846	9.075	7.505	6.913	9.159	7.967	6.591	7.81	7.953	8.655	6.48	6.869	6.966	7.054	9.536	8.062	8.012	8.763	7.618	8.327	8.578	7.785	8.271
IFNG	8.537	8.412	8.881	7.818	7.32	10.583	8.239	7.821	8.393	7.839	9.06	6.415	7.411	7.544	8.119	8.383	8.167	9.549	8.528	8.146	8.482	8.74	7.846	8.767
IFNGR1	10.139	9.614	9.77	9.724	10.637	9.39	9.874	9.847	10.572	10.178	9.506	10.041	9.982	10.594	9.614	10.959	10.237	8.004	10.22	10.004	9.752	11.576	10.262	10.279
IFNL1	5.594	5.13	6.793	4.42	6.987	6.688	5.575	4.757	7.19	4.458	5.74	6.681	5.232	5.947	5.13	6.633	5.833	6.25	5.289	4.859	8.216	5.685	5.575	5.824
IFNL2	11.047	9.719	11.221	8.361	8.549	13.221	8.425	8.788	8.848	8.054	10.455	7.511	8.395	9.225	9.553	10.11	10.03	10.779	9.913	8.765	7.77	8.675	8.625	7.806
IGF1R	12.391	9.929	10.144	8.447	7.883	11.067	8.497	8.923	9.075	9.23	10.348	9.463	8.937	9.303	8.802	9.663	9.782	10.229	10.851	8.898	8.216	8.435	8.638	9.79
IGF2R	10.076	7.236	6.572	9.598	10.317	3.402	10.682	10.13	10.444	9.715	7.352	9.843	9.833	9.756	9.866	7.399	9.265	7.063	8.29	9.959	10.851	9.794	9.797	9.807
IGLL1	7.001	5.328	6.641	4.731	7.202	7.012	4.4	5.328	5.632	4.546	6.155	5.584	4.6	6.688	6.476	6.943	6.359	6.775	6.402	5.38	5.289	5.38	5.509	4.458
IKBKB	8.18	8.699	8.193	8.211	7.961	7.493	8.537	8.235	8.163	8.224	8.855	8.465	8.802	8.684	9.242	8.775	8.944	7.937	8.421	8.934	8.975	9.053	8.752	7.858
IKBKE	9.011	9.802	10.144	8.732	8.565	10.997	8.961	8.648	9.143	8.995	9.112	8.721	8.844	8.49	8.895	9.27	9.307	10.88	10.03	8.898	8.534	8.923	8.452	8.675
IKBKG	8.297	9.298	7.946	9.072	10.512	7.806	9.604	9.558	9.124	10.354	10.381	9.643	8.975	10.229	9.407	8.549	8.631	8.067	10.389	8.95	10.03	10.547	9.66	8.978
IL10	4.234	4.991	4.546	4.225	5.392	5.518	4.991	4.349	3.825	4.203	4.859	5.183	4.018	4.364	4.6	5.449	4.203	5.882	4.522	4.458	4.904	4.364	4.294	4.634
IL10RA	9.164	9.993	9.77	8.619	9.147	10.374	9.147	8.713	8.734	9.323	9.407	9.634	9.558	9.252	9.15	9.81	9.573	8.352	8.98	9.648	8.069	8.867	9.064	8.855
IL11	6.896	6.48	7.363	5.785	5.481	7.783	5.714	6.993	6.48	6.131	7.616	5.392	6.069	6.572	6.455	6.335	6.858	7.607	7.535	6.762	5.13	6.48	5.762	6.048
IL11RA	8.65	8.944	8.83	8.381	7.483	8.734	9.044	8.337	9.536	7.525	8.627	8.574	8.958	9.283	7.97	9.479	9.143	9.539	9.715	9.016	9.838	8.158	8.86	9.634
IL12A	4.4	4.081	3.742	4.15	4.634	5.208	4.634	4.38	4.329	3.917	5.13	4.203	4.42	4.28	4.991	4.257	3.677	4.566	4.257	3.897	5.42	4.42	4.191	4.458
IL12B	7.821	9.011	9.852	6.881	6.359	9.592	7.9	7.488	8.031	7.634	9.453	6.566	7.666	8.092	7.007	8.054	8.459	7.93	8.695	7.88	8.008	8.732	7.274	8.119
IL12RB1	10.455	9.667	11.397	8.132	8.637	11.541	8.246	8.206	8.383	7.695	10.498	8.062	8.271	8.82	8.55	10.427	9.239	9.496	8.834	8.271	7.964	8.105	8.441	7.571
IL12RB2	6.758	6.438	7.591	6.501	6.25	7.93	6.748	6.376	7.088	6.754	7.251	5.869	6.775	6.033	6.301	6.595	5.957	8.32	6.54	6.146	7.503	7.246	6.06	7.372
IL13	8.344	8.405	9.143	7.367	7.656	9.652	7.058	7.682	8.006	6.662	9.371	6.652	7.505	8.589	7.372	8.729	8.381	8.195	8.74	7.85	7.446	7.16	7.695	7.012
IL13RA1	9.15	10.183	9.236	11.275	12.596	8.525	10.251	11.445	11.13	11.708	9.939	11.421	10.959	11.067	10.959	10.498	10.402	9.172	11.421	10.48	12.109	11.599	11.151	11.682
IL13RA2	5.989	6.054	7.283	6.832	6.758	8.01	6.054	6.069	5.552	6.497	7.705	5.77	5.617	5.509	6.131	5.957	6.415	6.947	6.892	5.833	6.947	6.892	5.882	7.63
IL15	8.552	8.497	10.02	8.441	9.164	10.327	7.846	8.537	7.804	7.944	9.364	8.077	7.892	8.044	7.827	8.886	7.883	7.808	7.964	7.532	7.695	8.826	7.944	7.5
IL15RA	9.458	9.446	9.702	8.813	8.858	10.412	8.627	9.536	9.046	9.077	9.728	8.802	9.218	9.398	9.807	9.736	9.172	8.721	9.971	9.33	8.069	8.834	8.971	9.294
IL16	8.479	9.528	8.687	8.346	8.5	8.995	8.594	8.748	8.511	9.634	8.531	9.407	9.048	9.016	8.958	9.609	9.592	8.578	8.555	9.484	8.482	8.52	9.161	8.689
IL17A	3.458	3.571	4.14	3.778	3.897	5.518	3.897	4.294	4.17	3.812	4.294	3.601	3.371	3.742	3.609	3.998	4.42	3.571	4.349	3.048	3.048	3.601	2.35	4.904
IL17B	6.242	6.318	7.339	4.937	5.632	7.314	4.806	5.937	4.921	4.696	7.294	4.203	4.859	6.448	5.405	5.509	5.341	6.01	6.06	5.232	3.048	5.405	4.42	3.728
IL17F	8.775	8.558	9.917	7.426	7.224	10.637	8.717	7.911	7.97	7.745	9.227	6.719	7.81	7.873	8.284	8.993	8.246	10.02	9.168	8.044	8.393	8.663	8.008	8.737
IL17RA	8.695	8.423	7.703	9.082	9.103	7.685	8.826	7.792	8.941	8.482	7.87	8.542	8.565	8.471	8.855	8.11	8.844	8.253	8.565	8.221	8.826	8.243	8.748	9.06
IL17RB	10.03	10.671	6.993	8.846	8.603	4.041	10.237	9.564	10.746	10.15	9.279	8.637	10.554	9.814	10.779	5.289	9.724	7.402	9.786	9.823	9.319	9.582	9.929	10.139
IL18	9.15	9.823	9.79	8.352	9.137	10.03	8.687	8.363	8.836	8.503	9.506	8.794	8.806	8.443	9.195	9.852	8.826	9.674	9.036	9.31	8.452	8.634	8.663	8.6
IL18R1	6.953	7.058	7.17	9.198	7.483	7.493	6.962	7.774	7.818	7.856	7.156	8.107	7.493	7.405	6.875	7.299	7.544	8.726	7.426	7.116	7.346	7.145	8.008	7.829
IL18RAP	7.473	7.27	7.724	7.099	6.725	7.714	6.342	7.023	7.088	7.672	7.464	6.962	6.376	6.211	7.217	7.341	6.415	7.779	7.402	7.116	6.516	7.246	7.028	6.803
IL19	3.105	3.571	2.883	2.991	3.512	6.566	3.276	3.154	3.601	4.308	2.883	2.991	3.647	3.276	3.825	3.618	4.14	7.151	4.937	4.364	4.364	4.15	3.812	5.36
IL1A	7.317	7.408	8.001	6.12	4.634	8.361	7.041	6.395	7.378	7.579	7.601	4.991	6.211	6.164	7.372	7.251	6.078	8.802	7.816	7.255	7.588	7.769	6.288	7.721
IL1B	9.242	8.802	10.21	8.387	7.761	10.166	8.511	8.5	8.199	7.792	9.418	7.399	7.863	8.248	8.514	9.176	8.188	9.624	8.617	8.075	7.848	8.934	7.886	8.344
IL1R1	7.217	7.79	7.299	9.767	9.892	7.541	9.807	9.929	9.882	9.407	7.571	9.652	9.423	8.834	8.687	6.566	8.288	7.743	8.346	9.344	9.493	9.521	9.413	10.08
IL1R2	8.031	8.452	8.486	10.183	7.977	8.586	8.333	8.531	8.354	7.721	8.352	7.685	7.919	8.333	8.156	8.69	7.727	8.64	7.972	7.727	8.216	7.926	8.871	8.465
IL1RAP	7.921	8.32	7.942	9.446	10.08	8.17	9.08	10.21	10.833	9.807	8.445	9.882	9.762	10.251	10.489	10.978	10.101	9.036	8.995	10.22	9.643	9.344	9.674	8.713
IL1RAPL2	7.023	7.306	8.625	7.449	7.911	9.371	7.664	6.839	7.662	7.359	8.6	7.289	7.302	7.449	7.217	7.8	8.197	7.841	8.012	6.611	7.659	8.121	7.824	8.571
IL1RL1	7.586	7.337	8.103	6.881	6.987	8.004	7.724	6.633	8.024	7.001	7.627	7.363	7.332	7.734	6.652	7.898	7.601	7.919	7.041	6.328	7.695	7.586	7.525	7.858
IL1RL2	6.484	6.234	7.417	5.74	7.375	7.473	6.947	6.069	6.388	5.006	7.222	7.375	6.376	5.778	7.743	7.449	5.77	7.194	6.164	5.405	5.937	6.506	6.832	7.104
IL1RN	9.364	9.195	8.975	9.364	8.848	9.398	8.266	8.763	9.814	7.77	8.791	8.81	8.044	9.698	9.236	8.915	8.418	9.833	8.713	8.721	8.944	8.297	8.672	8.525
IL2	7.104	7.394	7.804	6.12	4.498	8.511	6.993	6.516	6.812	7.165	8.024	4.349	5.891	5.844	6.49	7.145	6.553	7.579	7.153	6.35	7.27	8.036	6.402	7.232
IL21	7.449	7.876	8.69	6.832	6.111	8.834	7.27	7.175	7.012	7.839	8.094	6.258	6.713	6.342	6.688	7.776	7.337	8.123	7.858	7.294	7.964	8.374	6.242	7.755
IL21R	8.381	7.586	7.829	7.236	7.801	7.772	6.892	7.132	5.977	7.079	7.561	7.714	6.974	7.405	6.49	8.476	6.858	8.041	7.32	7.396	6.198	6.987	6.881	5.251
IL22	7.428	7.596	8.558	6.932	5.552	9.072	7.023	6.633	6.758	6.808	8.004	4.349	6.468	6.591	7.372	7.561	7.217	8.399	7.456	6.506	7.503	7.662	6.526	7.705
IL22RA1	9.159	8.293	9.265	10.062	8.344	8.813	7.923	8.255	7.841	7.132	8.634	8.261	8.693	8.284	10.139	8.253	8.261	7.85	8.232	7.041	8.188	7.548	8.721	9.08
IL22RA2	4.4	4.458	5.405	3.937	3.105	6.49	3.968	3.978	3.957	4.041	4.6	3.812	4.064	4.191	4.215	4.522	4.257	4.308	4.522	4.546	5.13	4.6	3.812	4.113
IL23A	7.634	7.431	8.16	7.156	6.869	8.923	7.209	6.812	7.618	6.408	8.119	6.812	6.468	7.281	7.483	8.067	7.601	9.023	7.473	6.376	8.069	6.681	7.222	6.919
IL23R	8.271	8.248	9.285	7.656	6.328	9.521	7.95	7.286	8.146	7.428	8.638	5.869	7.359	7.339	7.999	8.333	7.505	8.841	7.281	7.306	7.541	8.421	7.642	7.829
IL24	8.126	8.619	9.639	7.959	7.17	10.919	7.724	7.923	8.416	7.77	8.873	6.754	7.236	7.834	7.26	7.984	8.253	9.767	8.995	7.581	8.126	8.791	7.541	8.306
IL25	8.357	7.751	8.528	7.426	7.511	8.471	6.688	7.721	7.354	6.364	8.594	5.183	7.023	7.743	7.85	8.648	7.471	8.687	7.638	7.402	7.046	7.64	7.372	6.725
IL26	7.93	7.573	8.445	7.327	7.007	8.806	7.682	7.426	7.818	7.26	8.239	5.869	6.869	6.839	7.541	8.441	7.934	8.871	7.8	7.279	8.372	8.006	7.339	8.486
IL27	9.048	7.624	7.911	6.881	7.736	8.158	6.559	7.31	6.812	6.25	7.853	7.417	7.372	8.385	7.327	8.124	7.394	8.555	7.17	6.974	8.55	6.953	8.43	6.681
IL2RA	8.666	9.201	9.859	8.258	8.511	11.47	8.571	7.702	8.488	8.124	9.913	7.867	8.318	8.295	8.416	9.736	8.81	9.387	8.333	8.316	8.627	8.534	8.361	8.376
IL2RB	9.5	8.66	9.208	8.297	8.706	9.107	7.9	8.185	7.317	8.293	8.54	8.612	8.082	8.337	8.048	8.447	8.14	7.431	7.917	8.486	6.824	7.116	8.191	6.359
IL2RG	7.084	8.015	7.85	7.902	8.39	7.953	8.385	8.054	8.054	8.912	7.396	9.072	9.349	8.156	8.743	8.028	8.565	7.624	7.603	9.319	7.77	7.97	8.163	8.01
IL3	7.503	7.513	8.295	6.185	6.164	8.195	6.586	6.812	6.681	6.146	8.258	4.783	6.376	7.956	6.265	7.837	7.464	7.669	7.761	6.993	7.156	6.725	6.681	6.265
IL32	8.804	12.923	10.357	10.978	11.368	4.041	10.139	11.089	10.389	12.923	11.837	12.542	12.48	13.802	13.31	10.01	11.304	5.833	13.802	12.923	10.833	13.802	12.443	12.995
IL34	4.234	4.829	4.14	5.575	6.048	4.28	4.859	4.586	5.463	5.07	4.294	7.824	6.808	6.497	4.937	6.754	7.317	5.449	4.14	4.613	5.289	4.294	5.289	4.458
